date,state,tot_cases,new_case,tot_death,conf_death,new_death,total_vaccinations,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations,daily_vaccinations_per_million,share_doses_used
2021-01-12,RI,101393,786,1970,,23,39568.0,35385.0,0.39,3.74,4141.0,3.34,7.57,,,0.493
2021-01-13,IL,1046030,5862,19617,17840.0,120,365859.0,291445.0,0.59,2.89,74186.0,2.3,7.26,18854.0,1488.0,0.39799999999999996
2021-03-07,IL,1198335,1068,23014,20763.0,12,3473676.0,2327790.0,8.64,27.41,1094967.0,18.37,34.56,92781.0,7322.0,0.7929999999999999
2021-01-16,AL,420681,3153,6119,5098.0,89,,,,,,,,7498.0,1529.0,
2021-02-25,MI,642868,1598,16436,15453.0,47,2103114.0,1341024.0,7.41,21.06,740415.0,13.43,26.76,54903.0,5498.0,0.787
2021-02-18,DE,83852,271,1326,1196.0,10,159845.0,121487.0,3.85,16.42,37499.0,12.48,19.41,3782.0,3884.0,0.846
2021-03-02,MN,485655,425,6558,6219.0,4,1443875.0,963900.0,8.42,25.6,474714.0,17.09,29.32,39088.0,6931.0,0.873
2021-02-26,NC,855905,2924,11186,9897.0,49,2284698.0,1469070.0,7.74,21.78,812003.0,14.01,27.71,46498.0,4433.0,0.7859999999999999
2021-02-22,MN,479591,555,6501,6163.0,1,1138309.0,788885.0,6.12,20.18,345351.0,13.99,22.77,35500.0,6295.0,0.8859999999999999
2021-02-20,NH,73161,394,1153,,1,250296.0,171758.0,5.76,18.41,78361.0,12.63,24.16,7089.0,5214.0,0.762
2021-01-30,LA,397276,0,8801,8241.0,0,420908.0,355024.0,1.4,9.05,65136.0,7.64,13.96,15126.0,3254.0,0.649
2021-02-05,ID,164969,404,1758,1544.0,11,159394.0,120147.0,1.62,8.92,28970.0,6.72,14.68,7217.0,4038.0,0.608
2021-02-26,AL,491849,739,9869,7734.0,38,893859.0,613097.0,5.69,18.23,278985.0,12.5,28.15,22104.0,4508.0,0.648
2021-01-23,GU,7547,0,128,,0,3791.0,3785.0,,2.29,,2.28,20.69,0.0,0.0,0.111
2021-02-18,NH,72398,434,1150,,2,226863.0,157078.0,5.12,16.68,69617.0,11.55,23.65,6109.0,4493.0,0.705
2021-02-24,CT,278184,1493,7595,6230.0,23,912033.0,618330.0,7.94,25.58,283211.0,17.34,30.83,24835.0,6966.0,0.83
2021-01-15,ME,33219,440,507,499.0,30,61129.0,51631.0,0.62,4.55,8274.0,3.84,10.18,2061.0,1533.0,0.447
2021-02-14,SC,497600,1469,8341,,36,704186.0,525641.0,3.26,13.68,167699.0,10.21,17.32,19324.0,3753.0,0.79
2021-02-16,LA,420394,0,9325,8691.0,0,784976.0,528052.0,5.49,16.89,255269.0,11.36,19.26,23607.0,5078.0,0.877
2021-02-14,WY,53136,50,647,647.0,0,99099.0,71653.0,4.69,17.12,27132.0,12.38,21.11,3892.0,6725.0,0.8109999999999999
2021-01-24,RI,109735,0,2083,,0,67566.0,54287.0,1.25,6.38,13260.0,5.12,14.09,2393.0,2259.0,0.45299999999999996
2021-03-03,MT,100351,193,1373,1373.0,1,291572.0,193790.0,9.06,27.28,96839.0,18.13,34.66,6421.0,6008.0,0.787
2021-01-25,IN,613228,2189,9728,9352.0,12,491856.0,408181.0,1.24,7.31,83554.0,6.06,12.5,25109.0,3730.0,0.584
2021-01-31,IL,1126301,2428,21253,19243.0,40,1011454.0,781536.0,1.67,7.98,211528.0,6.17,13.39,44626.0,3522.0,0.596
2021-01-25,RI,111754,2019,2110,,27,70419.0,56751.0,1.29,6.65,13649.0,5.36,14.09,2567.0,2423.0,0.47200000000000003
2021-02-20,IN,654660,1415,12336,11912.0,11,1234416.0,859278.0,5.54,18.34,372868.0,12.76,22.09,30805.0,4576.0,0.83
2021-03-07,ND,100419,28,1449,,0,272721.0,176330.0,12.32,35.79,93863.0,23.14,39.35,5502.0,7220.0,0.909
2021-02-21,MS,290874,242,6553,4610.0,0,491117.0,349797.0,4.72,16.5,140550.0,11.75,21.87,9131.0,3068.0,0.755
2021-01-25,SC,440018,2345,7311,,70,307348.0,258015.0,0.92,5.97,47563.0,5.01,8.8,19501.0,3788.0,0.6779999999999999
2021-03-03,DE,87425,232,1440,1304.0,14,237669.0,152876.0,8.6,24.41,83782.0,15.7,33.65,6833.0,7017.0,0.725
2021-02-23,OR,153645,511,2162,2147.0,7,864960.0,568729.0,6.93,20.51,292195.0,13.48,25.9,25678.0,6088.0,0.792
2021-01-17,NH,56864,919,933,,6,,,,,,,,3285.0,2416.0,
2021-02-17,AZ,801055,1315,15063,13328.0,82,1164900.0,892791.0,3.68,16.0,267967.0,12.27,19.19,38163.0,5243.0,0.8340000000000001
2021-01-30,MT,93762,516,1232,1232.0,5,99272.0,75432.0,2.23,9.29,23785.0,7.06,13.25,3818.0,3572.0,0.701
2021-02-06,AL,471311,1992,8513,6746.0,64,455173.0,370275.0,1.72,9.28,84278.0,7.55,16.4,16105.0,3285.0,0.5660000000000001
2021-01-14,IN,578494,4375,9202,8830.0,39,233488.0,203889.0,,3.47,,3.03,9.36,20822.0,3093.0,0.371
2021-01-21,CT,235796,1662,6774,5511.0,48,264707.0,230913.0,0.8,7.42,28602.0,6.48,12.2,13259.0,3719.0,0.608
2021-02-09,OR,147932,513,2031,2016.0,7,572695.0,425086.0,3.45,13.58,145517.0,10.08,18.99,19199.0,4552.0,0.715
2021-01-23,SC,434368,4491,7171,,75,249155.0,206663.0,0.79,4.84,40812.0,4.01,8.8,15855.0,3079.0,0.55
2021-01-16,LA,364853,0,8080,7631.0,0,,,,,,,,17400.0,3743.0,
2021-02-26,MI,644125,1257,16438,15454.0,2,2165950.0,1375347.0,7.69,21.69,768464.0,13.77,26.83,47438.0,4750.0,0.8079999999999999
2021-02-22,WY,53900,105,662,662.0,0,135635.0,91931.0,7.48,23.44,43289.0,15.88,26.07,5142.0,8885.0,0.899
2021-03-04,OR,156673,386,2284,2269.0,32,1073041.0,679526.0,9.21,25.44,388626.0,16.11,32.33,26216.0,6216.0,0.787
2021-03-05,NJ,806370,3701,23521,21124.0,30,2403077.0,1600923.0,8.94,27.06,794448.0,18.02,33.09,65709.0,7398.0,0.818
2021-01-13,OR,129109,1329,1708,1693.0,41,115075.0,107843.0,0.17,2.73,7014.0,2.56,7.71,10465.0,2481.0,0.354
2021-02-11,VT,13249,127,188,,1,96908.0,67024.0,4.76,15.53,29713.0,10.74,22.1,2816.0,4513.0,0.703
2021-02-13,MI,628956,944,16119,15150.0,92,1537856.0,1061320.0,4.6,15.4,459336.0,10.63,19.22,49239.0,4930.0,0.8009999999999999
2021-03-11,WY,55112,98,691,691.0,0,190570.0,116948.0,12.3,32.93,71215.0,20.21,45.44,3911.0,6758.0,0.725
2021-01-17,KY,326675,2350,3127,2884.0,34,,,,,,,,12656.0,2833.0,
2021-01-17,ME,33876,317,514,506.0,3,,,,,,,,2522.0,1876.0,
2021-02-06,CT,259372,0,7214,5895.0,0,519400.0,395554.0,3.24,14.57,115349.0,11.09,20.76,14030.0,3935.0,0.7020000000000001
2021-01-15,NJ,616032,6311,20320,18229.0,67,317070.0,278956.0,0.41,3.57,36741.0,3.14,7.42,32008.0,3604.0,0.48100000000000004
2021-03-09,LA,434926,637,9769,9050.0,11,1286353.0,811301.0,10.01,27.67,465217.0,17.45,37.41,28836.0,6203.0,0.74
2021-03-06,WY,54764,0,682,682.0,0,177496.0,111640.0,11.26,30.67,65167.0,19.29,40.79,3702.0,6396.0,0.752
2021-01-29,WA,309801,1992,4285,,42,607071.0,496008.0,1.31,7.97,99955.0,6.51,13.2,29134.0,3826.0,0.604
2021-03-11,ID,174610,364,1906,1673.0,5,507965.0,315010.0,10.48,28.42,187365.0,17.63,36.34,11396.0,6377.0,0.782
2021-01-17,CT,223422,0,6594,5355.0,0,,,,,,,,11260.0,3158.0,
2021-01-15,OR,131258,1012,1758,1743.0,21,146153.0,133091.0,0.3,3.47,12795.0,3.16,7.94,13848.0,3283.0,0.436
2021-01-29,NC,746459,6959,9157,8303.0,111,851223.0,729507.0,1.15,8.12,120946.0,6.96,13.35,46616.0,4445.0,0.608
2021-01-25,LA,385942,2080,8590,8064.0,25,341447.0,297684.0,0.93,7.34,43151.0,6.4,11.7,14323.0,3081.0,0.628
2021-02-25,MD,380436,970,7838,7656.0,33,1199143.0,797863.0,6.6,19.83,399241.0,13.2,29.7,38368.0,6346.0,0.6679999999999999
2021-01-30,NH,65362,524,1042,,6,123740.0,96148.0,2.03,9.1,27544.0,7.07,15.97,4846.0,3564.0,0.57
2021-01-20,LA,374582,2493,8383,7881.0,59,264400.0,228831.0,0.75,5.69,35049.0,4.92,10.45,15459.0,3325.0,0.544
2021-03-01,RI,126588,966,2517,,15,269512.0,190901.0,7.41,25.44,78482.0,18.02,29.11,9068.0,8560.0,0.8740000000000001
2021-03-01,DE,87080,281,1422,1286.0,0,225374.0,148491.0,7.8,23.14,75909.0,15.25,29.97,5925.0,6085.0,0.772
2021-01-28,OR,140783,720,1930,1915.0,6,340383.0,285528.0,1.27,8.07,53662.0,6.77,14.39,17636.0,4181.0,0.561
2021-01-30,WY,51704,14,596,596.0,0,49166.0,41441.0,1.33,8.5,7674.0,7.16,14.82,1658.0,2865.0,0.573
2021-03-02,NJ,795785,3289,23321,20990.0,48,2187330.0,1454983.0,8.16,24.63,725092.0,16.38,29.48,61182.0,6888.0,0.835
2021-01-23,IN,608519,3093,9693,9317.0,51,446029.0,367944.0,1.16,6.63,77985.0,5.47,12.5,23875.0,3546.0,0.53
2021-01-22,LA,380255,1937,8483,7964.0,41,297655.0,256670.0,0.87,6.4,40385.0,5.52,10.89,14241.0,3063.0,0.588
2021-02-10,MI,624970,1239,15939,14977.0,14,1358924.0,971480.0,3.72,13.61,371358.0,9.73,18.68,45237.0,4530.0,0.7290000000000001
2021-01-13,VT,9368,121,158,,0,29571.0,,,4.74,,,11.19,3814.0,6112.0,0.424
2021-03-07,NE,203027,374,2113,,0,556061.0,356330.0,10.15,28.75,196265.0,18.42,36.84,11660.0,6028.0,0.78
2021-03-06,WI,621277,614,7102,6478.0,8,1721352.0,1097539.0,10.41,29.56,606114.0,18.85,33.06,42845.0,7359.0,0.894
2021-02-12,CA,3381615,10059,46002,,546,5341104.0,4222810.0,2.74,13.52,1081040.0,10.69,20.15,202925.0,5136.0,0.6709999999999999
2021-02-19,AL,485212,847,9573,7514.0,149,739132.0,545431.0,3.92,15.07,192304.0,11.12,21.98,24002.0,4895.0,0.6859999999999999
2021-02-02,CT,256522,2568,7133,5822.0,14,456090.0,361495.0,2.43,12.79,86602.0,10.14,16.12,16207.0,4546.0,0.794
2021-01-25,DE,75191,616,1049,942.0,8,66914.0,55131.0,1.2,6.87,11647.0,5.66,11.95,3889.0,3994.0,0.575
2021-03-07,OR,157285,206,2296,2296.0,0,1172840.0,743899.0,10.03,27.81,423219.0,17.64,33.67,25491.0,6044.0,0.826
2021-02-21,SC,509531,1060,8554,,19,910669.0,638364.0,4.95,17.69,254826.0,12.4,20.71,29498.0,5729.0,0.8540000000000001
2021-01-24,NV,270907,1194,4026,,15,152203.0,129223.0,0.72,4.94,22068.0,4.2,9.32,8421.0,2734.0,0.53
2021-02-20,CA,3435186,6668,48825,,481,7201713.0,5285256.0,4.72,18.23,1864867.0,13.38,23.23,234166.0,5926.0,0.785
2021-03-06,ND,100391,113,1449,,1,264133.0,170047.0,12.03,34.66,91668.0,22.31,39.35,5543.0,7274.0,0.8809999999999999
2021-01-20,VA,459604,4013,5940,5211.0,79,343366.0,304160.0,0.44,4.02,37679.0,3.56,11.28,17933.0,2101.0,0.35700000000000004
2021-02-19,LA,422287,441,9440,8778.0,34,859565.0,572666.0,6.13,18.49,285057.0,12.32,21.24,22636.0,4869.0,0.87
2021-02-03,MT,94810,426,1303,1303.0,54,110374.0,83875.0,2.46,10.33,26345.0,7.85,14.72,4172.0,3904.0,0.7020000000000001
2021-02-22,IL,1175655,1246,22506,20303.0,40,2354395.0,1750507.0,4.47,18.58,566994.0,13.81,23.08,64299.0,5074.0,0.805
2021-02-05,CA,3308468,14021,43024,,558,3920632.0,3228084.0,1.71,9.92,675027.0,8.17,17.14,144296.0,3652.0,0.579
2021-01-14,NH,54778,653,897,,12,58711.0,53780.0,,4.32,,3.96,9.36,4049.0,2978.0,0.461
2021-01-19,MI,587448,2320,14735,13865.0,49,483592.0,417228.0,0.63,4.84,62780.0,4.18,7.75,36558.0,3661.0,0.625
2021-01-16,KY,324325,3055,3093,2858.0,32,,,,,,,,13239.0,2963.0,
2021-01-17,WI,568166,1891,5906,5451.0,1,,,,,,,,10880.0,1869.0,
2021-02-22,KY,397526,529,4460,4046.0,13,839508.0,573961.0,5.87,18.79,262062.0,12.85,22.52,20619.0,4615.0,0.8340000000000001
2021-02-17,MS,289532,134,6531,4601.0,7,438364.0,318006.0,4.02,14.73,119684.0,10.69,20.63,13265.0,4457.0,0.7140000000000001
2021-02-06,VA,529125,2948,6778,5840.0,4,1052577.0,842587.0,2.12,12.33,180751.0,9.87,16.26,38094.0,4463.0,0.758
2021-03-06,NV,295960,500,5036,,16,800030.0,514395.0,8.91,25.97,274394.0,16.7,33.56,19208.0,6236.0,0.774
2021-02-01,WA,313335,535,4318,,33,720603.0,582420.0,1.66,9.46,126672.0,7.65,13.54,33117.0,4349.0,0.6990000000000001
2021-02-18,RI,122859,419,2367,,15,159931.0,108152.0,4.88,15.1,51711.0,10.21,22.14,4571.0,4315.0,0.682
2021-02-23,CT,276691,1357,7572,6211.0,10,892882.0,602697.0,7.85,25.04,279804.0,16.9,28.77,25963.0,7282.0,0.87
2021-01-19,SC,415840,3353,6877,,70,187175.0,155548.0,0.59,3.64,30243.0,3.02,6.81,15157.0,2944.0,0.534
2021-02-28,ND,99852,43,1445,,0,234209.0,151276.0,10.58,30.73,80647.0,19.85,32.36,5686.0,7461.0,0.95
2021-01-28,WY,51430,62,596,596.0,0,43425.0,37963.0,0.94,7.5,5419.0,6.56,14.31,2017.0,3485.0,0.524
2021-02-27,VI,2646,10,25,,0,19118.0,12740.0,6.09,18.26,6373.0,12.17,34.47,470.0,4490.0,0.53
2021-01-26,AZ,732643,4748,12448,11117.0,209,430892.0,366018.0,0.89,5.92,64551.0,5.03,11.5,23517.0,3231.0,0.515
2021-01-30,ID,162683,328,1725,1513.0,0,114729.0,93632.0,1.13,6.42,20148.0,5.24,12.4,4584.0,2565.0,0.518
2021-03-09,AZ,827800,563,16326,14404.0,-2,2245854.0,1435152.0,10.31,30.86,750217.0,19.72,36.25,50873.0,6989.0,0.851
2021-01-25,WA,302141,554,4148,,34,488785.0,404326.0,0.97,6.42,73738.0,5.31,11.12,26748.0,3513.0,0.5770000000000001
2021-01-28,AZ,743232,4671,12819,11440.0,176,487149.0,412841.0,1.02,6.69,73927.0,5.67,13.89,26179.0,3597.0,0.48200000000000004
2021-01-22,IL,1093375,7042,20534,18615.0,111,607502.0,479848.0,0.95,4.79,120754.0,3.79,9.54,24248.0,1914.0,0.502
2021-01-24,WY,50898,315,571,571.0,0,40803.0,35868.0,0.85,7.05,4895.0,6.2,12.22,2200.0,3801.0,0.5770000000000001
2021-03-07,CA,3501394,3816,54124,,258,10634752.0,7218393.0,8.48,26.92,3352223.0,18.27,35.14,259101.0,6557.0,0.7659999999999999
2021-02-23,IN,657037,679,12450,12025.0,43,1298877.0,887936.0,6.06,19.29,408261.0,13.19,25.32,29588.0,4395.0,0.762
2021-02-21,OR,152818,107,2155,2140.0,1,821720.0,552058.0,6.3,19.48,265789.0,13.09,21.92,21486.0,5094.0,0.889
2021-01-27,GU,7572,4,129,,0,18263.0,14269.0,2.33,11.02,3869.0,8.61,20.69,2067.0,12469.0,0.532
2021-03-01,VI,2646,0,25,,0,19470.0,12925.0,6.24,18.6,6531.0,12.35,34.47,469.0,4480.0,0.54
2021-02-07,WI,600782,766,6613,6054.0,2,742527.0,581413.0,2.63,12.75,153227.0,9.99,15.91,35924.0,6170.0,0.802
2021-03-03,WA,342236,795,5012,,24,1888198.0,1206474.0,8.7,24.8,662168.0,15.84,33.06,53397.0,7012.0,0.75
2021-01-22,SC,429877,4563,7096,,54,229002.0,189170.0,0.74,4.45,38183.0,3.67,8.8,15309.0,2973.0,0.505
2021-02-20,MS,290632,390,6553,4610.0,0,481424.0,345108.0,4.56,16.18,135591.0,11.6,21.87,10529.0,3538.0,0.74
2021-02-03,NH,66721,337,1076,,10,138271.0,104042.0,2.51,10.17,34130.0,7.65,17.3,5027.0,3697.0,0.588
2021-01-29,IN,622625,2630,9925,9549.0,46,581322.0,475928.0,1.56,8.63,105208.0,7.07,13.81,23885.0,3548.0,0.625
2021-01-18,RI,104443,0,2005,,0,,,,,,,,2147.0,2027.0,
2021-02-01,CA,3258706,15358,40908,,211,3453284.0,2861767.0,1.47,8.74,581985.0,7.24,14.34,160379.0,4059.0,0.609
2021-02-23,NH,73923,258,1155,,1,274267.0,190064.0,6.18,20.17,84000.0,13.98,25.31,8231.0,6053.0,0.797
2021-03-01,LA,430504,404,9628,8941.0,20,1076576.0,688286.0,8.29,23.16,385486.0,14.81,28.65,24764.0,5327.0,0.8079999999999999
2021-02-02,CA,3270770,12064,41330,,422,3543817.0,2940488.0,1.5,8.97,592045.0,7.44,14.35,156749.0,3967.0,0.625
2021-02-02,DE,78696,201,1108,997.0,7,103770.0,85143.0,1.85,10.66,18040.0,8.74,14.76,5038.0,5174.0,0.722
2021-02-14,NE,197308,281,2003,,1,285708.0,195639.0,4.57,14.77,88356.0,10.11,21.07,7833.0,4049.0,0.701
2021-01-20,GU,7521,0,128,,0,3791.0,3785.0,,2.29,,2.28,20.69,0.0,0.0,0.111
2021-03-08,NV,296393,203,5040,,3,855890.0,539447.0,9.57,27.79,294908.0,17.51,33.56,20110.0,6529.0,0.828
2021-02-05,IL,1141219,3660,21603,19526.0,106,1247521.0,962345.0,2.05,9.84,260248.0,7.59,16.49,51860.0,4093.0,0.597
2021-02-13,NC,818724,4130,10453,9306.0,77,1523425.0,1114685.0,3.88,14.53,406851.0,10.63,19.52,50312.0,4797.0,0.7440000000000001
2021-02-18,SC,504284,2308,8470,,37,778113.0,562999.0,3.92,15.11,201703.0,10.93,18.24,21374.0,4151.0,0.828
2021-02-14,NH,70785,280,1133,,3,208541.0,146718.0,4.53,15.34,61658.0,10.79,22.94,6093.0,4481.0,0.669
2021-01-15,NV,258050,1878,3698,,40,83674.0,67679.0,0.5,2.72,15308.0,2.2,6.87,7340.0,2383.0,0.395
2021-02-02,ME,40233,274,627,614.0,9,145786.0,109917.0,2.55,10.85,34299.0,8.18,16.51,5837.0,4342.0,0.657
2021-01-20,WI,573119,1851,6035,5562.0,62,222492.0,193461.0,0.47,3.82,27312.0,3.32,9.25,12177.0,2091.0,0.413
2021-02-14,ND,98643,46,1431,,0,148916.0,99364.0,6.24,19.54,47552.0,13.04,20.39,3156.0,4141.0,0.958
2021-01-26,WI,584041,1564,6264,5753.0,65,318096.0,268091.0,0.82,5.46,48017.0,4.6,11.77,14943.0,2566.0,0.46399999999999997
2021-02-14,MT,97401,104,1327,1327.0,0,176810.0,127657.0,4.56,16.54,48739.0,11.94,18.7,5578.0,5219.0,0.885
2021-02-11,MO,470107,884,7442,,11,694992.0,524638.0,2.66,11.32,163157.0,8.55,17.25,27112.0,4417.0,0.6559999999999999
2021-02-24,ND,99621,90,1441,,1,199813.0,130597.0,8.79,26.22,67006.0,17.14,30.65,6532.0,8571.0,0.856
2021-01-27,OR,140063,708,1924,1909.0,20,325488.0,276200.0,1.14,7.72,48261.0,6.55,14.22,15509.0,3677.0,0.5429999999999999
2021-02-01,WY,52057,145,596,596.0,0,58721.0,48155.0,1.67,10.15,9651.0,8.32,14.82,2509.0,4335.0,0.685
2021-01-27,MT,92531,371,1201,1201.0,16,81169.0,65746.0,1.44,7.59,15397.0,6.15,12.45,3421.0,3201.0,0.61
2021-02-16,NJ,751065,3633,22497,20251.0,31,1427336.0,1037920.0,4.32,16.07,383659.0,11.69,20.15,47221.0,5316.0,0.797
2021-01-30,MI,610138,1511,15525,14601.0,115,922423.0,734903.0,1.75,9.24,175117.0,7.36,13.64,38537.0,3859.0,0.677
2021-01-31,MN,461807,988,6268,5952.0,13,518744.0,402715.0,2.03,9.2,114255.0,7.14,14.85,28223.0,5004.0,0.619
2021-02-27,IN,660942,871,12556,12125.0,25,1551945.0,987932.0,8.13,23.05,547659.0,14.67,27.46,45361.0,6738.0,0.84
2021-02-06,NE,193421,2,1968,,0,218405.0,157139.0,3.1,11.29,59985.0,8.12,17.91,7304.0,3776.0,0.631
2021-01-16,DE,69372,645,1016,910.0,14,,,,,,,,1887.0,1938.0,
2021-02-21,ME,43594,97,658,643.0,0,268693.0,190495.0,5.66,19.99,76101.0,14.17,24.95,10778.0,8018.0,0.8009999999999999
2021-02-27,MN,483790,812,6543,6204.0,13,1322288.0,882110.0,7.72,23.45,435199.0,15.64,28.37,32139.0,5699.0,0.8270000000000001
2021-03-01,MI,647415,1865,16519,15534.0,11,2357259.0,1487953.0,8.48,23.6,846505.0,14.9,27.08,55008.0,5508.0,0.872
2021-01-14,SC,392819,3233,6510,,67,115855.0,96231.0,,2.25,,1.87,6.72,17390.0,3378.0,0.335
2021-01-27,NJ,676537,4810,21220,19091.0,115,611862.0,530412.0,0.9,6.89,79648.0,5.97,13.59,25663.0,2889.0,0.507
2021-03-02,NH,75803,215,1170,,0,330538.0,232732.0,7.18,24.31,97565.0,17.12,32.16,8039.0,5912.0,0.7559999999999999
2021-02-10,IL,1152995,2825,21869,19739.0,67,1539781.0,1198096.0,2.48,12.15,314687.0,9.45,18.36,61601.0,4861.0,0.662
2021-01-17,VT,10057,142,163,,0,,,,,,,,2154.0,3452.0,
2021-01-17,NC,674637,6811,8083,7446.0,67,,,,,,,,28038.0,2673.0,
2021-01-27,MN,457317,827,6192,5882.0,18,375395.0,298902.0,1.34,6.66,75844.0,5.3,13.97,17550.0,3112.0,0.47600000000000003
2021-02-22,ND,99416,104,1439,,1,196365.0,128657.0,8.6,25.77,65503.0,16.88,26.07,6456.0,8472.0,0.988
2021-02-15,NJ,747432,1445,22466,20220.0,12,,,,,,,,41921.0,4720.0,
2021-02-28,NC,858548,0,11212,9922.0,0,2467755.0,1593807.0,8.3,23.53,870088.0,15.2,28.47,57036.0,5438.0,0.8270000000000001
2021-01-24,GU,7547,0,128,,0,3791.0,3785.0,,2.29,,2.28,20.69,0.0,0.0,0.111
2021-02-28,CT,279946,0,7622,6254.0,0,1004467.0,693595.0,8.42,28.17,300264.0,19.45,33.62,20562.0,5767.0,0.838
2021-02-20,ID,169150,197,1826,1607.0,-1,313466.0,216285.0,4.79,17.54,85566.0,12.1,20.04,13126.0,7345.0,0.875
2021-01-27,CT,247339,2440,6976,5679.0,42,360991.0,302710.0,1.46,10.13,51939.0,8.49,15.26,16836.0,4722.0,0.664
2021-02-07,MD,364553,903,7372,7193.0,23,665025.0,518048.0,2.42,11.0,146335.0,8.57,17.03,22796.0,3771.0,0.6459999999999999
2021-02-01,SC,464146,1930,7756,,67,462751.0,379136.0,1.55,8.99,80038.0,7.36,10.88,22200.0,4312.0,0.826
2021-02-13,MN,472791,940,6437,6104.0,7,831483.0,622541.0,3.65,14.74,205958.0,11.04,20.05,18302.0,3245.0,0.735
2021-02-19,IL,1170902,2219,22368,20192.0,71,2174539.0,1647720.0,3.89,17.16,492551.0,13.0,22.76,71364.0,5632.0,0.754
2021-01-21,NE,185346,865,1868,,6,111841.0,94850.0,0.84,5.78,16206.0,4.9,12.3,3846.0,1988.0,0.47
2021-01-13,ID,152364,1091,1564,1378.0,8,38872.0,33176.0,0.32,2.18,5653.0,1.86,8.85,3027.0,1694.0,0.24600000000000002
2021-01-27,NV,273873,1020,4134,,46,174367.0,149464.0,0.77,5.66,23852.0,4.85,10.99,9605.0,3118.0,0.515
2021-02-17,NV,289392,363,4774,,41,453012.0,340695.0,3.57,14.71,109852.0,11.06,19.26,12383.0,4020.0,0.764
2021-03-04,MI,652589,1827,16589,15600.0,39,2476796.0,1562258.0,8.92,24.8,890515.0,15.64,31.83,53383.0,5345.0,0.779
2021-02-24,NV,292059,516,4919,,16,606821.0,414262.0,6.1,19.7,187809.0,13.45,24.11,21973.0,7134.0,0.8170000000000001
2021-02-04,MN,465176,1410,6319,5997.0,17,634453.0,459716.0,2.34,11.25,131728.0,8.15,16.52,32973.0,5847.0,0.6809999999999999
2021-01-18,AZ,679282,5400,11265,10125.0,-1,,,,,,,,17937.0,2464.0,
2021-03-02,MD,383956,786,7919,7737.0,14,1390370.0,891901.0,8.2,23.0,495873.0,14.75,32.2,36841.0,6094.0,0.7140000000000001
2021-01-28,MT,92934,403,1210,1210.0,9,86213.0,68032.0,1.7,8.07,18149.0,6.37,12.98,3689.0,3452.0,0.621
2021-03-03,GU,7747,2,131,,0,55435.0,34560.0,12.3,33.44,20385.0,20.85,52.22,560.0,3378.0,0.64
2021-03-10,IN,669164,856,12775,12350.0,13,1934412.0,1186992.0,11.07,28.73,745011.0,17.63,36.74,39535.0,5873.0,0.782
2021-03-02,SC,521174,953,8723,,16,1123049.0,748722.0,6.82,21.81,351018.0,14.54,28.79,25988.0,5047.0,0.758
2021-03-09,WY,54972,69,691,691.0,9,185813.0,115046.0,11.8,32.11,68289.0,19.88,42.53,4148.0,7167.0,0.755
2021-02-18,WY,53531,81,662,662.0,0,105426.0,74983.0,5.2,18.22,30110.0,12.96,21.96,3702.0,6396.0,0.83
2021-01-19,ME,34962,701,530,521.0,11,73978.0,62716.0,0.75,5.5,10018.0,4.67,10.18,2719.0,2023.0,0.54
2021-02-21,DE,84732,201,1367,1236.0,1,180940.0,133251.0,4.81,18.58,46803.0,13.68,20.97,4929.0,5062.0,0.8859999999999999
2021-03-09,NC,875903,997,11552,10215.0,17,2909142.0,1858432.0,9.69,27.74,1015937.0,17.72,35.47,52006.0,4959.0,0.782
2021-02-02,ID,163656,491,1741,1527.0,6,126648.0,102959.0,1.27,7.09,22725.0,5.76,12.14,4697.0,2628.0,0.584
2021-02-05,IN,635171,1481,11686,11280.0,49,710888.0,568118.0,2.12,10.56,142405.0,8.44,16.6,18509.0,2749.0,0.636
2021-01-27,WA,305289,1807,4211,,44,534445.0,441895.0,1.07,7.02,81786.0,5.8,12.88,26811.0,3521.0,0.545
2021-02-19,WA,332904,897,4822,,19,1362197.0,982469.0,4.79,17.89,364470.0,12.9,21.03,40241.0,5285.0,0.851
2021-02-19,RI,123145,286,2376,,9,181725.0,124576.0,5.39,17.15,57064.0,11.76,23.24,7116.0,6717.0,0.738
2021-02-25,MS,293542,731,6638,4650.0,25,525981.0,365958.0,5.35,17.67,159155.0,12.3,26.92,12517.0,4206.0,0.657
2021-02-13,MO,471241,489,7455,,2,806902.0,592128.0,3.35,13.15,205645.0,9.65,18.41,31850.0,5189.0,0.7140000000000001
2021-02-17,LA,421018,624,9391,8740.0,66,791574.0,531448.0,5.56,17.03,258404.0,11.43,19.38,21794.0,4688.0,0.879
2021-01-12,ME,31149,822,453,447.0,4,54945.0,38045.0,0.34,4.09,4518.0,2.83,9.89,,,0.413
2021-01-31,VI,2421,0,24,,0,6008.0,4920.0,1.04,5.74,1088.0,4.7,16.31,376.0,3592.0,0.35200000000000004
2021-01-31,KY,362890,1766,3745,3418.0,31,404705.0,337738.0,1.45,9.06,64890.0,7.56,14.55,15030.0,3364.0,0.622
2021-02-23,DE,85228,138,1379,1248.0,11,186619.0,135175.0,5.19,19.16,50546.0,13.88,25.38,4890.0,5022.0,0.755
2021-02-27,GU,7734,0,130,,0,54244.0,34215.0,11.79,32.72,19542.0,20.64,30.95,837.0,5049.0,1.057
