date,state,tot_cases,new_case,tot_death,conf_death,new_death,total_vaccinations,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations,daily_vaccinations_per_million,share_doses_used
2021-01-30,TX,2349262,19234,36320,,332,2340658.0,1886813.0,1.56,8.07,452040.0,6.51,12.62,87541.0,3019.0,0.64
2021-01-29,SD,107955,160,1768,1421.0,5,97231.0,70502.0,3.01,10.99,26665.0,7.97,13.99,3798.0,4293.0,0.785
2021-01-19,KS,259822,0,3525,,0,118434.0,101824.0,0.54,4.07,15602.0,3.5,9.03,5738.0,1970.0,0.45
2021-01-28,IA,316684,1272,4532,,32,212497.0,169341.0,1.28,6.74,40477.0,5.37,12.41,7679.0,2434.0,0.5429999999999999
2021-03-06,KS,295861,0,4812,,0,707897.0,469117.0,8.03,24.3,233833.0,16.1,37.47,17771.0,6100.0,0.648
2021-02-08,SD,109283,54,1809,1463.0,0,133068.0,92615.0,4.56,15.04,40368.0,10.47,18.22,3626.0,4099.0,0.826
2021-02-14,TN,757418,1347,10933,8793.0,31,967085.0,659390.0,4.45,14.16,303722.0,9.66,19.94,25152.0,3683.0,0.71
2021-01-24,PR,91596,568,1778,1494.0,5,184173.0,143910.0,1.22,5.77,39016.0,4.51,11.63,9620.0,3012.0,0.496
2021-02-21,HI,26357,64,428,,1,322966.0,219881.0,7.26,22.81,102818.0,15.53,28.09,13968.0,9865.0,0.812
2021-01-24,MA,485821,3750,14052,13844.0,67,419806.0,356102.0,0.92,6.09,63096.0,5.17,12.47,18826.0,2731.0,0.489
2021-02-22,HI,26406,49,428,,0,331321.0,223785.0,7.58,23.4,107267.0,15.81,28.09,14306.0,10104.0,0.833
2021-01-22,UT,333118,2649,1571,1530.0,24,202729.0,175364.0,0.65,6.32,20697.0,5.47,10.66,10646.0,3321.0,0.593
2021-02-23,KS,291715,0,4643,,0,517379.0,360817.0,5.23,17.76,152471.0,12.39,24.02,17162.0,5891.0,0.7390000000000001
2021-01-26,HI,24650,63,398,,59,93760.0,75820.0,1.27,6.62,17939.0,5.36,14.86,4258.0,3007.0,0.446
2021-02-15,MA,540631,1480,15416,15208.0,32,,,,,,,,44264.0,6422.0,
2021-02-14,OK,416832,619,4051,3581.0,17,682354.0,477378.0,5.08,17.24,201044.0,12.06,20.64,15515.0,3921.0,0.836
2021-02-06,AK,53279,0,277,,0,139147.0,103163.0,4.89,19.02,35773.0,14.1,33.97,3411.0,4663.0,0.56
2021-02-19,UT,365256,857,1834,1776.0,21,584648.0,343017.0,4.24,18.24,136006.0,10.7,20.5,10626.0,3314.0,0.89
2021-02-13,AS,4,1,0,,0,15382.0,10062.0,9.53,27.62,5308.0,18.07,52.88,446.0,8009.0,0.522
2021-01-23,TX,2228961,17672,34114,,407,1727869.0,1474571.0,0.87,5.96,251815.0,5.09,10.59,72384.0,2496.0,0.563
2021-02-04,CO,400851,1584,5677,4970.0,13,638923.0,485332.0,2.6,11.09,149829.0,8.43,17.07,20460.0,3553.0,0.65
2021-02-04,GA,928070,5706,14756,13048.0,169,1008040.0,834091.0,1.44,9.49,152626.0,7.86,15.88,34833.0,3281.0,0.598
2021-02-08,MA,527702,1276,14961,14753.0,55,806376.0,630154.0,2.53,11.7,174437.0,9.14,18.1,28204.0,4092.0,0.6459999999999999
2021-03-10,AR,325700,317,5382,,25,799184.0,513591.0,9.45,26.48,285284.0,17.02,38.52,15964.0,5290.0,0.688
2021-03-02,OK,426901,0,4544,3983.0,0,1124662.0,713785.0,10.19,28.42,403289.0,18.04,35.61,31154.0,7873.0,0.7979999999999999
2021-02-19,TX,2577131,2937,40986,,172,4542622.0,3205884.0,4.59,15.67,1331268.0,11.06,19.04,95577.0,3296.0,0.823
2021-01-14,PR,85954,1138,1692,1410.0,13,94880.0,80310.0,,2.97,,2.51,9.56,10160.0,3181.0,0.311
2021-02-16,IA,329909,456,5263,,26,485710.0,360301.0,3.8,15.39,119865.0,11.42,19.5,19130.0,6063.0,0.79
2021-03-03,SD,112833,181,1893,1535.0,5,287657.0,189817.0,11.03,32.52,97606.0,21.46,40.38,6421.0,7258.0,0.805
2021-02-22,TX,2594466,6365,41407,,64,4711180.0,3278912.0,4.92,16.25,1426511.0,11.31,19.5,73731.0,2543.0,0.833
2021-02-25,NM,184080,299,3671,,13,634845.0,415888.0,10.12,30.28,212211.0,19.83,33.62,25544.0,12182.0,0.9
2021-01-17,NY,712961,8091,14698,,128,,,,,,,,59872.0,3078.0,
2021-03-02,CO,430615,776,5959,5223.0,7,1428854.0,935733.0,8.42,24.81,484907.0,16.25,30.34,27913.0,4847.0,0.818
2021-01-14,MA,443193,5545,13364,13156.0,74,233476.0,204481.0,,3.39,,2.97,9.71,14697.0,2132.0,0.349
2021-02-04,AS,3,0,0,,0,11257.0,9761.0,2.68,20.21,1494.0,17.53,52.88,310.0,5567.0,0.382
2021-01-14,NY,682976,8302,14325,,145,688576.0,617596.0,,3.54,,3.17,9.63,54522.0,2803.0,0.368
2021-02-13,MA,537331,1949,15324,15116.0,65,1009560.0,771430.0,3.42,14.65,235910.0,11.19,21.8,40349.0,5854.0,0.672
2021-02-15,NM,180761,190,3538,,9,,,,,,,,12691.0,6052.0,
2021-03-09,NY,947737,2907,18283,,34,5525344.0,3651402.0,9.21,28.4,1792253.0,18.77,36.74,147075.0,7560.0,0.773
2021-02-10,HI,25821,51,420,,5,194035.0,142259.0,3.0,13.7,42472.0,10.05,20.92,7193.0,5080.0,0.655
2021-02-19,OK,420702,930,4165,3680.0,23,813518.0,565691.0,6.09,20.56,240890.0,14.3,26.83,24738.0,6252.0,0.7659999999999999
2021-02-06,TN,742213,3182,10463,8457.0,58,752298.0,521621.0,3.34,11.02,228198.0,7.64,16.94,25451.0,3727.0,0.65
2021-03-09,AK,57216,330,301,,0,302687.0,184906.0,16.04,41.38,117345.0,25.28,58.87,4678.0,6395.0,0.703
2021-02-05,WV,123641,597,2100,,20,291819.0,203731.0,4.89,16.28,87679.0,11.37,18.34,7408.0,4134.0,0.888
2021-02-17,GA,973247,3545,16273,14254.0,99,1473440.0,1040075.0,3.79,13.88,402578.0,9.8,20.08,35656.0,3358.0,0.691
2021-02-13,IA,328719,580,5236,,13,432473.0,317851.0,3.48,13.71,109660.0,10.07,18.88,17707.0,5612.0,0.726
2021-02-02,SD,108431,116,1779,1430.0,1,108004.0,77125.0,3.48,12.21,30803.0,8.72,16.11,3597.0,4066.0,0.758
2021-01-19,AS,3,0,0,,0,4756.0,3985.0,1.38,8.54,770.0,7.16,33.13,376.0,6752.0,0.258
2021-02-09,NY,850387,3514,17009,,84,2441693.0,1795592.0,2.94,12.55,572426.0,9.23,17.62,67892.0,3490.0,0.7120000000000001
2021-03-07,PA,948643,1658,24349,,32,3319263.0,2272818.0,8.09,25.93,1035741.0,17.75,36.25,81060.0,6332.0,0.715
2021-02-26,GA,1000822,3434,17219,15007.0,20,2013769.0,1261421.0,6.69,18.97,710086.0,11.88,26.75,41854.0,3942.0,0.7090000000000001
2021-02-24,PR,99619,100,2016,1714.0,9,495114.0,329107.0,5.15,15.5,164485.0,10.3,28.89,14711.0,4606.0,0.537
2021-02-08,NM,177867,311,3412,,13,342786.0,251082.0,4.19,16.35,87916.0,11.97,17.4,9652.0,4603.0,0.9390000000000001
2021-03-10,OK,430944,694,4754,4167.0,10,1334818.0,839508.0,12.11,33.73,479038.0,21.22,47.74,26712.0,6751.0,0.7070000000000001
2021-02-24,FL,1851151,6923,30340,,127,4502702.0,2936823.0,7.15,20.96,1535864.0,13.67,27.92,114305.0,5322.0,0.7509999999999999
2021-02-06,PA,865604,3930,22396,,157,1338491.0,1036395.0,2.33,10.46,298741.0,8.1,17.91,43724.0,3415.0,0.584
2021-02-23,HI,26450,44,428,,0,333599.0,224806.0,7.66,23.56,108525.0,15.88,31.74,13775.0,9729.0,0.742
2021-02-20,SC,508471,1936,8535,,35,879776.0,625877.0,4.61,17.09,237292.0,12.16,20.71,29276.0,5686.0,0.825
2021-02-18,AL,484365,1198,9424,7391.0,78,672038.0,505660.0,3.37,13.71,165104.0,10.31,21.05,18400.0,3753.0,0.6509999999999999
2021-01-18,IL,1072214,3385,20118,18258.0,68,,,,,,,,26064.0,2057.0,
2021-01-15,SC,399282,6463,6583,,73,121836.0,101722.0,0.38,2.37,19477.0,1.98,6.81,13587.0,2639.0,0.348
2021-02-11,OR,149082,607,2056,2041.0,12,589035.0,434561.0,3.61,13.97,152361.0,10.3,19.93,16722.0,3965.0,0.701
2021-01-23,VT,10908,149,170,,1,49426.0,40484.0,1.42,7.92,8877.0,6.49,14.42,2133.0,3418.0,0.5489999999999999
2021-01-27,AL,449086,3177,7172,5817.0,276,266444.0,232633.0,0.69,5.43,33595.0,4.74,12.93,18178.0,3707.0,0.42
2021-01-20,MD,334519,2166,6735,6560.0,46,258146.0,233443.0,0.4,4.27,24355.0,3.86,10.4,11441.0,1892.0,0.41100000000000003
2021-01-13,VA,417839,5294,5626,4952.0,74,217836.0,,,2.55,,,9.91,27229.0,3190.0,0.258
2021-02-26,ID,170907,312,1859,1633.0,9,367113.0,240499.0,6.42,20.54,114807.0,13.46,25.7,8924.0,4994.0,0.799
2021-01-26,RI,112396,642,2126,,16,72264.0,58097.0,1.34,6.82,14148.0,5.48,14.32,2598.0,2452.0,0.47600000000000003
2021-01-20,AZ,690544,4845,11528,10341.0,262,281887.0,246960.0,0.48,3.87,34788.0,3.39,10.33,18163.0,2495.0,0.375
2021-03-07,VT,16083,119,208,,0,191529.0,125483.0,10.54,30.69,65766.0,20.11,41.84,4139.0,6633.0,0.7340000000000001
2021-01-28,NV,274951,1078,4181,,47,194942.0,167481.0,0.85,6.33,26327.0,5.44,11.02,11279.0,3662.0,0.574
2021-02-16,ID,167945,462,1806,1589.0,3,263625.0,187653.0,3.62,14.75,64687.0,10.5,18.67,9257.0,5180.0,0.79
2021-02-11,IL,1155833,2838,21985,19841.0,116,1604830.0,1243706.0,2.61,12.66,330108.0,9.81,19.38,60923.0,4808.0,0.654
2021-03-08,CA,3504652,3258,54224,,100,10805474.0,7318100.0,8.62,27.35,3406971.0,18.52,35.14,242771.0,6144.0,0.778
2021-02-10,GU,7686,13,130,,0,32443.0,25308.0,4.15,19.57,6873.0,15.27,30.95,911.0,5496.0,0.632
2021-03-05,MD,386610,932,7941,7759.0,11,1548380.0,995246.0,9.1,25.61,550058.0,16.46,34.62,44105.0,7295.0,0.74
2021-02-27,ID,171140,233,1860,1634.0,1,378401.0,246738.0,6.7,21.17,119776.0,13.81,27.15,9276.0,5191.0,0.78
2021-02-02,NE,192040,1090,1931,,11,182412.0,134877.0,2.41,9.43,46523.0,6.97,15.37,6754.0,3492.0,0.613
2021-02-16,MN,474621,452,6448,6115.0,2,908875.0,669293.0,4.19,16.12,236228.0,11.87,20.66,23369.0,4144.0,0.78
2021-02-08,NE,194168,446,1978,,10,234061.0,165037.0,3.5,12.1,67636.0,8.53,17.91,7592.0,3925.0,0.6759999999999999
2021-02-17,NH,71964,749,1148,,12,218316.0,152041.0,4.86,16.06,66108.0,11.18,23.65,6018.0,4426.0,0.679
2021-02-07,IN,639711,1724,11817,11401.0,65,749771.0,593266.0,2.32,11.14,156083.0,8.81,16.61,20369.0,3026.0,0.67
2021-03-10,CA,3513678,6412,54621,,226,11062505.0,7497005.0,8.82,28.0,3485179.0,18.97,38.73,190191.0,4813.0,0.723
2021-02-20,WY,53683,0,662,662.0,0,129060.0,89346.0,6.79,22.3,39323.0,15.44,26.07,5703.0,9854.0,0.855
2021-03-02,RI,126849,261,2525,,8,275799.0,195504.0,7.57,26.03,80162.0,18.45,33.13,9163.0,8650.0,0.7859999999999999
2021-01-18,NE,182418,440,1842,,5,,,,,,,,4354.0,2251.0,
2021-03-11,NC,879825,2061,11622,10277.0,27,3048105.0,1950352.0,10.22,29.06,1071902.0,18.6,39.29,55226.0,5266.0,0.74
2021-02-18,MT,98100,200,1337,1337.0,3,190070.0,136359.0,4.98,17.78,53250.0,12.76,19.48,5819.0,5445.0,0.9129999999999999
2021-02-27,VA,576050,1736,8552,7334.0,170,2002734.0,1306124.0,7.78,23.46,664132.0,15.3,29.72,47360.0,5549.0,0.79
2021-02-03,DE,78982,286,1130,1017.0,22,107544.0,88325.0,1.91,11.04,18568.0,9.07,15.89,4299.0,4415.0,0.695
2021-03-05,RI,128121,394,2541,,2,300529.0,214165.0,8.14,28.37,86212.0,20.22,35.06,9377.0,8852.0,0.809
2021-02-05,NV,282493,897,4463,,39,304323.0,252886.0,1.62,9.88,49925.0,8.21,13.81,13448.0,4366.0,0.716
2021-02-08,ME,41629,211,639,626.0,3,178449.0,132273.0,3.31,13.28,44447.0,9.84,18.94,4666.0,3471.0,0.701
2021-01-26,IN,614946,1718,9807,9432.0,79,498824.0,413982.0,1.26,7.41,84719.0,6.15,13.37,23448.0,3483.0,0.5539999999999999
2021-02-16,RI,122072,285,2344,,10,147019.0,100448.0,4.39,13.88,46511.0,9.48,22.14,3563.0,3363.0,0.627
2021-02-14,MD,371705,722,7580,7400.0,26,850994.0,618905.0,3.82,14.08,231127.0,10.24,19.73,26567.0,4394.0,0.713
2021-01-12,CA,2747288,36487,30513,,548,816301.0,703540.0,0.25,2.07,100089.0,1.78,8.32,,,0.248
2021-02-03,CT,257004,482,7157,5839.0,24,465008.0,365975.0,2.54,13.04,90574.0,10.26,17.07,14860.0,4168.0,0.764
2021-03-06,OR,157079,195,2296,2296.0,3,1137864.0,719910.0,9.78,26.98,412573.0,17.07,33.67,25313.0,6002.0,0.8009999999999999
2021-02-13,NE,197027,1542,2002,,0,273950.0,188607.0,4.33,14.16,83670.0,9.75,21.07,7935.0,4102.0,0.672
2021-02-20,KY,396018,1331,4426,4017.0,25,796952.0,556588.0,5.3,17.84,236951.0,12.46,22.34,21020.0,4705.0,0.7979999999999999
2021-01-21,MN,450762,1270,6079,5785.0,32,259417.0,213102.0,0.82,4.6,46008.0,3.78,11.57,11390.0,2020.0,0.39799999999999996
2021-01-13,NH,54125,977,885,,7,55218.0,12722.0,0.0,4.06,9.0,0.94,9.14,4605.0,3387.0,0.444
2021-03-04,CA,3488467,3504,53048,,273,9860209.0,6751368.0,7.71,24.95,3047327.0,17.09,33.49,256584.0,6494.0,0.745
2021-02-06,LA,409861,0,9076,8482.0,0,570731.0,419327.0,3.23,12.28,150219.0,9.02,16.56,21403.0,4604.0,0.741
2021-01-27,RI,113009,613,2135,,9,76284.0,59853.0,1.55,7.2,16410.0,5.65,14.32,2810.0,2653.0,0.503
2021-01-25,AZ,727895,5321,12239,10942.0,1,413662.0,350648.0,0.86,5.68,62711.0,4.82,11.4,23526.0,3232.0,0.499
2021-02-17,MO,473459,718,7695,,225,892006.0,637707.0,3.99,14.53,244879.0,10.39,18.55,31764.0,5175.0,0.7829999999999999
2021-01-17,AZ,673882,6981,11266,10124.0,18,,,,,,,,18065.0,2482.0,
2021-01-15,VT,9734,161,163,,1,32470.0,28355.0,0.66,5.2,4100.0,4.54,11.86,2238.0,3587.0,0.439
2021-02-23,ME,43900,164,677,658.0,17,299427.0,205886.0,6.79,22.28,91339.0,15.32,26.43,8756.0,6514.0,0.843
2021-01-25,NV,271897,990,4029,,3,159869.0,136670.0,0.72,5.19,22279.0,4.44,9.32,8832.0,2867.0,0.557
2021-01-14,DE,68065,892,995,890.0,1,31090.0,25649.0,,3.19,,2.63,9.37,2340.0,2403.0,0.341
2021-02-05,NE,193419,352,1968,,10,204136.0,147583.0,2.86,10.55,55313.0,7.63,17.9,6538.0,3380.0,0.59
2021-01-15,DE,68727,662,1002,897.0,7,31090.0,25649.0,0.55,3.19,5354.0,2.63,9.37,1560.0,1602.0,0.341
2021-02-12,AZ,793532,2426,14834,13128.0,172,990296.0,780057.0,2.86,13.61,207912.0,10.72,19.14,38691.0,5316.0,0.711
2021-02-13,WY,53086,0,647,647.0,0,89138.0,65857.0,3.98,15.4,23032.0,11.38,21.08,2469.0,4266.0,0.731
2021-01-15,WY,48909,208,522,522.0,0,22745.0,19931.0,0.48,3.93,2803.0,3.44,10.16,2093.0,3616.0,0.387
2021-02-06,OR,146741,604,2019,2004.0,17,509875.0,389513.0,2.81,12.09,118378.0,9.24,17.43,18212.0,4318.0,0.6940000000000001
2021-02-05,VI,2449,9,24,,0,8884.0,6673.0,2.11,8.49,2211.0,6.37,19.7,518.0,4948.0,0.431
2021-01-12,AZ,636100,8559,10482,9438.0,335,141355.0,95141.0,0.11,1.94,8343.0,1.31,7.74,,,0.251
2021-01-12,MT,87077,424,1067,1067.0,10,42083.0,30887.0,0.55,3.94,5843.0,2.89,7.33,,,0.537
2021-03-03,IL,1191520,2104,22853,20626.0,50,3022385.0,2092244.0,6.98,23.85,884810.0,16.51,30.98,80143.0,6325.0,0.77
2021-01-14,MD,320739,2924,6494,6322.0,45,178056.0,165318.0,,2.95,,2.73,9.34,15912.0,2632.0,0.315
2021-02-28,MT,99954,117,1357,1357.0,1,281422.0,187865.0,8.67,26.33,92632.0,17.58,31.97,6332.0,5925.0,0.8240000000000001
2021-03-01,CA,3479078,3516,52194,,215,9106077.0,6304718.0,6.95,23.05,2744770.0,15.96,29.33,214479.0,5428.0,0.7859999999999999
2021-03-04,ND,100278,211,1448,,0,246289.0,158151.0,11.26,32.32,85789.0,20.75,37.94,6054.0,7944.0,0.852
2021-03-11,VA,592215,1589,9962,8327.0,59,2685399.0,1730680.0,11.55,31.46,985449.0,20.28,37.38,57278.0,6711.0,0.8420000000000001
2021-01-17,MN,446380,1333,5995,5710.0,40,,,,,,,,12531.0,2222.0,
2021-02-07,NC,796195,4674,9983,8951.0,57,1242541.0,979112.0,2.5,11.85,262031.0,9.34,16.38,41555.0,3962.0,0.723
2021-01-20,AL,429655,3112,6283,5211.0,157,139200.0,121113.0,0.37,2.84,17956.0,2.47,9.86,7880.0,1607.0,0.28800000000000003
2021-01-21,IN,601937,3624,9593,9218.0,64,387137.0,320266.0,0.99,5.75,66801.0,4.76,12.12,21950.0,3260.0,0.474
2021-01-23,AZ,715357,7316,12170,10879.0,169,360958.0,305744.0,0.76,4.96,55014.0,4.2,11.4,20939.0,2877.0,0.435
2021-02-15,VA,553308,1770,7037,6047.0,21,,,,,,,,36818.0,4314.0,
2021-01-21,MI,592382,2513,14933,14053.0,163,548844.0,463917.0,0.81,5.5,81014.0,4.65,10.61,31658.0,3170.0,0.518
2021-01-21,MT,90649,394,1100,1100.0,6,60389.0,50413.0,0.93,5.65,9962.0,4.72,10.49,1967.0,1840.0,0.539
2021-01-25,ND,97006,132,1415,,4,75242.0,57996.0,2.06,9.87,15680.0,7.61,11.38,3026.0,3971.0,0.867
2021-02-12,MS,286343,695,6461,4568.0,32,386333.0,296066.0,3.01,12.98,89697.0,9.95,20.46,15778.0,5301.0,0.634
2021-01-24,NE,187147,293,1879,,0,132846.0,109860.0,1.15,6.87,22175.0,5.68,12.31,5058.0,2615.0,0.5579999999999999
2021-02-15,WI,607639,426,6749,6166.0,4,,,,,,,,30043.0,5160.0,
2021-01-23,MI,596746,1826,15181,14291.0,230,652661.0,536228.0,1.06,6.54,105890.0,5.37,10.97,36947.0,3700.0,0.596
2021-01-29,MO,457779,1249,6748,,9,408441.0,313161.0,1.51,6.65,92389.0,5.1,13.6,17535.0,2857.0,0.489
2021-02-03,GU,7622,4,129,,0,26068.0,20785.0,3.08,15.73,5108.0,12.54,26.24,1115.0,6726.0,0.599
2021-03-07,CT,285330,0,7704,6327.0,0,1195617.0,860174.0,9.1,33.53,324448.0,24.13,40.24,27307.0,7659.0,0.833
2021-02-18,ME,43225,135,655,641.0,0,242445.0,174543.0,4.9,18.04,65928.0,12.98,23.94,7028.0,5228.0,0.753
2021-02-16,CT,270822,580,7449,6106.0,2,711142.0,494373.0,5.8,19.95,206920.0,13.87,25.64,22403.0,6284.0,0.778
2021-02-16,DE,83369,130,1291,1168.0,8,152387.0,117600.0,3.49,15.65,34002.0,12.08,19.41,3552.0,3648.0,0.8059999999999999
2021-02-13,SC,496131,3488,8305,,34,674843.0,512156.0,2.97,13.11,153014.0,9.95,17.31,18852.0,3661.0,0.757
2021-01-28,VA,497912,4238,6379,5606.0,71,668401.0,552909.0,1.05,7.83,89645.0,6.48,13.73,43758.0,5127.0,0.57
2021-03-03,SC,522519,1345,8731,,8,1150199.0,757128.0,7.16,22.34,368642.0,14.71,28.93,25214.0,4897.0,0.772
2021-01-29,VA,502221,4309,6449,5646.0,70,724768.0,598853.0,1.17,8.49,99790.0,7.02,13.9,46189.0,5411.0,0.611
2021-02-24,LA,426925,877,9528,8860.0,25,920794.0,601456.0,6.83,19.81,317284.0,12.94,26.84,18460.0,3971.0,0.738
2021-01-17,GU,7474,0,125,,0,,,,,,,,0.0,0.0,
2021-02-28,WA,340256,483,4956,,0,1729208.0,1130786.0,7.62,22.71,580143.0,14.85,29.48,40672.0,5341.0,0.77
2021-02-16,OR,150875,411,2138,2123.0,1,685214.0,483103.0,4.73,16.25,199679.0,11.45,20.44,16074.0,3811.0,0.795
2021-01-31,ND,97683,53,1422,,0,97915.0,70822.0,3.33,12.85,25359.0,9.29,14.18,3534.0,4637.0,0.9059999999999999
2021-03-11,NH,77764,301,1191,,4,418658.0,306918.0,9.91,30.79,134741.0,22.57,40.26,9833.0,7232.0,0.765
2021-02-15,MS,288714,734,6501,4594.0,37,,,,,,,,15050.0,5057.0,
2021-02-10,AL,476067,1401,8888,6990.0,309,515802.0,412462.0,2.09,10.52,102520.0,8.41,17.56,18209.0,3714.0,0.599
2021-01-25,VI,2350,9,24,,0,3399.0,2984.0,0.4,3.25,415.0,2.85,13.85,199.0,1901.0,0.23399999999999999
2021-01-29,WY,51690,260,596,596.0,0,49166.0,41441.0,1.33,8.5,7674.0,7.16,14.82,2088.0,3608.0,0.573
2021-02-05,OR,146137,817,2002,1987.0,11,487153.0,378078.0,2.54,11.55,107146.0,8.96,17.4,18252.0,4327.0,0.664
2021-02-07,VT,12900,134,183,,1,87180.0,60863.0,4.19,13.97,26162.0,9.75,18.6,2857.0,4579.0,0.7509999999999999
2021-03-08,MS,298008,357,6834,4753.0,26,776272.0,506410.0,9.37,26.08,278797.0,17.02,35.88,19879.0,6679.0,0.727
2021-03-03,MO,479536,467,8150,,2,1415806.0,921875.0,7.78,23.07,477486.0,15.02,30.12,39796.0,6484.0,0.7659999999999999
2021-01-29,NE,189597,0,1921,,0,158370.0,120121.0,1.93,8.19,37350.0,6.21,14.91,5703.0,2948.0,0.5489999999999999
2021-02-21,MO,475348,351,7715,,0,1083721.0,736999.0,5.48,17.66,336446.0,12.01,20.78,33671.0,5486.0,0.85
2021-01-31,WY,51912,208,596,596.0,0,57023.0,47639.0,1.61,9.85,9321.0,8.23,14.82,2317.0,4003.0,0.665
2021-03-01,ME,44945,182,703,680.0,0,334009.0,225253.0,7.92,24.85,106444.0,16.76,30.95,5270.0,3921.0,0.8029999999999999
2021-01-25,NJ,666951,4143,20972,18851.0,21,563141.0,492061.0,0.78,6.34,69374.0,5.54,11.14,26252.0,2956.0,0.569
2021-02-05,CT,259372,1431,7214,5895.0,29,502347.0,387627.0,2.98,14.09,106224.0,10.87,18.74,14140.0,3966.0,0.752
2021-01-21,CA,3039044,19673,35004,,571,1633875.0,1335886.0,0.74,4.14,293834.0,3.38,11.08,94083.0,2381.0,0.373
2021-01-12,KY,308729,3022,2944,2730.0,22,132114.0,102517.0,0.14,2.96,6335.0,2.29,7.37,,,0.401
2021-01-28,GU,7579,7,129,,0,19520.0,15405.0,2.39,11.78,3969.0,9.29,20.69,2247.0,13555.0,0.569
2021-01-13,CA,2781039,33751,31102,,589,891489.0,744545.0,0.34,2.26,133689.0,1.88,8.7,75188.0,1903.0,0.259
2021-01-23,IL,1098527,5152,20645,18711.0,111,654752.0,518779.0,1.02,5.17,128907.0,4.09,11.18,27873.0,2200.0,0.462
2021-02-26,NE,200403,0,2078,,0,442310.0,293945.0,7.53,22.87,145699.0,15.2,30.13,13508.0,6983.0,0.759
2021-01-22,VA,468655,4904,6079,5334.0,77,401448.0,353808.0,0.54,4.7,46004.0,4.15,12.51,22459.0,2631.0,0.376
2021-02-20,AZ,806163,2047,15480,13674.0,59,1425295.0,1064109.0,4.89,19.58,356055.0,14.62,23.19,54896.0,7542.0,0.8440000000000001
2021-02-03,IN,631331,1428,10091,9713.0,37,637745.0,517147.0,1.79,9.47,120352.0,7.68,16.44,16224.0,2410.0,0.5760000000000001
2021-01-20,VT,10471,150,165,,2,40814.0,34607.0,0.99,6.54,6167.0,5.55,12.17,1606.0,2574.0,0.537
2021-02-12,ME,42418,159,647,634.0,4,193246.0,141778.0,3.7,14.38,49721.0,10.55,22.27,4859.0,3615.0,0.645
2021-02-01,MD,356541,905,7188,7012.0,34,528301.0,440763.0,1.44,8.74,87039.0,7.29,14.63,25352.0,4193.0,0.597
2021-03-05,OR,156884,211,2293,2278.0,9,1097974.0,692137.0,9.5,26.03,400819.0,16.41,33.33,24302.0,5762.0,0.7809999999999999
2021-02-27,MI,645550,1425,16508,15522.0,70,2245696.0,1419544.0,8.05,22.49,803702.0,14.21,27.08,51665.0,5173.0,0.83
2021-02-18,CT,271903,547,7496,6145.0,20,767183.0,525133.0,6.5,21.52,231795.0,14.73,25.86,23848.0,6689.0,0.8320000000000001
2021-01-30,SC,459601,3505,7623,,60,407860.0,339544.0,1.29,7.92,66286.0,6.59,10.88,22672.0,4403.0,0.728
2021-02-21,RI,123145,0,2376,,0,198626.0,136915.0,5.82,18.75,61609.0,12.92,23.24,8210.0,7750.0,0.807
2021-02-15,MI,630408,1452,16130,15158.0,11,,,,,,,,49802.0,4987.0,
2021-02-25,MT,99445,203,1350,1350.0,2,252295.0,173329.0,7.31,23.61,78135.0,16.22,28.67,8889.0,8317.0,0.823
2021-02-25,IL,1181226,1884,22607,20406.0,32,2519447.0,1840030.0,5.05,19.88,639901.0,14.52,27.62,68866.0,5435.0,0.72
2021-01-13,MN,440354,1487,5842,5567.0,50,165355.0,154767.0,0.18,2.93,10426.0,2.74,9.06,3115.0,552.0,0.32299999999999995
2021-03-01,AL,493769,517,9931,7789.0,2,948393.0,637989.0,6.29,19.34,308416.0,13.01,28.6,22111.0,4510.0,0.6759999999999999
2021-03-05,KY,409345,905,4754,4311.0,22,1162694.0,768092.0,8.73,26.02,390088.0,17.19,34.43,31075.0,6956.0,0.7559999999999999
2021-02-07,OR,147122,381,2023,2008.0,4,532746.0,400019.0,3.1,12.63,130687.0,9.48,17.43,17837.0,4229.0,0.725
2021-02-14,CT,267337,0,7381,6049.0,0,674704.0,473106.0,5.38,18.92,191978.0,13.27,23.97,20109.0,5640.0,0.789
2021-02-07,NE,193722,301,1968,,0,230874.0,163479.0,3.41,11.94,66018.0,8.45,17.91,7595.0,3926.0,0.667
2021-01-18,WY,49708,345,522,522.0,0,,,,,,,,1710.0,2955.0,
2021-03-06,CT,285330,0,7704,6327.0,0,1157114.0,826089.0,8.98,32.46,320257.0,23.17,40.24,25272.0,7088.0,0.807
2021-02-07,MS,282313,635,6270,4481.0,1,321032.0,264586.0,1.89,10.79,56140.0,8.89,17.32,12090.0,4062.0,0.623
2021-03-07,WI,621654,377,7106,6481.0,4,1770069.0,1126849.0,10.74,30.4,625268.0,19.35,33.06,42786.0,7348.0,0.92
2021-01-29,NV,276279,1328,4218,,37,210185.0,179805.0,0.95,6.82,29163.0,5.84,11.04,11961.0,3883.0,0.618
2021-02-14,VI,2542,18,25,,0,12288.0,8730.0,3.4,11.74,3558.0,8.34,25.24,402.0,3840.0,0.465
2021-02-21,NE,199045,294,2047,,0,372655.0,252022.0,6.12,19.26,118472.0,13.03,24.97,12421.0,6421.0,0.772
